,Country,Requests,Dates
645,KN,218000,2015-07-01 00:00:00
646,CD,213000,2015-07-01 00:00:00
647,SC,196000,2015-07-01 00:00:00
648,GD,192000,2015-07-01 00:00:00
649,SX,166000,2015-07-01 00:00:00
650,SL,155000,2015-07-01 00:00:00
651,VC,153000,2015-07-01 00:00:00
652,BJ,153000,2015-07-01 00:00:00
653,GP,142000,2015-07-01 00:00:00
654,MC,139000,2015-07-01 00:00:00
655,TJ,137000,2015-07-01 00:00:00
656,XK,134000,2015-07-01 00:00:00
657,GM,130000,2015-07-01 00:00:00
658,AX,125000,2015-07-01 00:00:00
659,NC,122000,2015-07-01 00:00:00
660,MQ,121000,2015-07-01 00:00:00
661,LS,120000,2015-07-01 00:00:00
662,TC,112000,2015-07-01 00:00:00
663,VG,107000,2015-07-01 00:00:00
664,SZ,107000,2015-07-01 00:00:00
665,VU,105000,2015-07-01 00:00:00
666,GA,103000,2015-07-01 00:00:00
667,PF,100000,2015-07-01 00:00:00
668,SS,99000,2015-07-01 00:00:00
669,ML,95000,2015-07-01 00:00:00
670,MP,95000,2015-07-01 00:00:00
671,MR,93000,2015-07-01 00:00:00
672,TG,90000,2015-07-01 00:00:00
673,AD,82000,2015-07-01 00:00:00
674,BQ,81000,2015-07-01 00:00:00
675,CV,76000,2015-07-01 00:00:00
676,GN,75000,2015-07-01 00:00:00
677,GL,73000,2015-07-01 00:00:00
678,BF,73000,2015-07-01 00:00:00
679,LI,66000,2015-07-01 00:00:00
680,AS,62000,2015-07-01 00:00:00
681,TL,59000,2015-07-01 00:00:00
682,NE,57000,2015-07-01 00:00:00
683,SB,55000,2015-07-01 00:00:00
684,GF,53000,2015-07-01 00:00:00
685,CG,49000,2015-07-01 00:00:00
686,WS,49000,2015-07-01 00:00:00
687,KI,40000,2015-07-01 00:00:00
688,MF,38000,2015-07-01 00:00:00
689,FM,36000,2015-07-01 00:00:00
690,BI,33000,2015-07-01 00:00:00
691,AI,31000,2015-07-01 00:00:00
692,MH,29000,2015-07-01 00:00:00
693,CK,27000,2015-07-01 00:00:00
694,GQ,24000,2015-07-01 00:00:00
695,FK,22000,2015-07-01 00:00:00
696,SM,22000,2015-07-01 00:00:00
697,TO,17000,2015-07-01 00:00:00
698,BL,15000,2015-07-01 00:00:00
699,KP,15000,2015-07-01 00:00:00
700,YT,14000,2015-07-01 00:00:00
701,TD,13000,2015-07-01 00:00:00
702,VA,12000,2015-07-01 00:00:00
703,ER,12000,2015-07-01 00:00:00
704,PM,9000,2015-07-01 00:00:00
705,GW,8000,2015-07-01 00:00:00
706,MS,8000,2015-07-01 00:00:00
707,NR,8000,2015-07-01 00:00:00
708,CF,7000,2015-07-01 00:00:00
709,ST,6000,2015-07-01 00:00:00
710,KM,5000,2015-07-01 00:00:00
711,IO,3000,2015-07-01 00:00:00
712,NU,3000,2015-07-01 00:00:00
713,TV,2000,2015-07-01 00:00:00
714,WF,2000,2015-07-01 00:00:00
715,CX,1000,2015-07-01 00:00:00
716,SJ,1000,2015-07-01 00:00:00
717,CC,1000,2015-07-01 00:00:00
718,US,3359291000,2015-08-01 00:00:00
719,GB,734051000,2015-08-01 00:00:00
720,IN,471471000,2015-08-01 00:00:00
721,CA,339814000,2015-08-01 00:00:00
722,AU,241681000,2015-08-01 00:00:00
723,IR,192871000,2015-08-01 00:00:00
724,DE,181154000,2015-08-01 00:00:00
725,--,129179000,2015-08-01 00:00:00
726,PH,105277000,2015-08-01 00:00:00
727,FR,94488000,2015-08-01 00:00:00
728,NL,63262000,2015-08-01 00:00:00
729,IE,59027000,2015-08-01 00:00:00
730,RU,57121000,2015-08-01 00:00:00
731,MY,55322000,2015-08-01 00:00:00
732,CN,54601000,2015-08-01 00:00:00
733,SG,54340000,2015-08-01 00:00:00
734,SE,53101000,2015-08-01 00:00:00
735,BR,51655000,2015-08-01 00:00:00
736,IT,50526000,2015-08-01 00:00:00
737,NO,49174000,2015-08-01 00:00:00
738,KR,47185000,2015-08-01 00:00:00
739,JP,45888000,2015-08-01 00:00:00
740,ID,45095000,2015-08-01 00:00:00
741,ES,44317000,2015-08-01 00:00:00
742,NZ,43636000,2015-08-01 00:00:00
743,ZA,42577000,2015-08-01 00:00:00
744,PK,42549000,2015-08-01 00:00:00
745,PL,36329000,2015-08-01 00:00:00
746,MX,36151000,2015-08-01 00:00:00
747,TR,33661000,2015-08-01 00:00:00
748,RO,30522000,2015-08-01 00:00:00
749,GR,30433000,2015-08-01 00:00:00
750,FI,28802000,2015-08-01 00:00:00
751,DK,27795000,2015-08-01 00:00:00
752,TH,27681000,2015-08-01 00:00:00
753,AE,27571000,2015-08-01 00:00:00
754,HK,27218000,2015-08-01 00:00:00
755,BE,25499000,2015-08-01 00:00:00
756,VN,24833000,2015-08-01 00:00:00
757,IL,24095000,2015-08-01 00:00:00
758,TW,23822000,2015-08-01 00:00:00
759,CH,22266000,2015-08-01 00:00:00
760,SA,22172000,2015-08-01 00:00:00
761,BG,19861000,2015-08-01 00:00:00
762,PT,19635000,2015-08-01 00:00:00
763,UA,19193000,2015-08-01 00:00:00
764,RS,18337000,2015-08-01 00:00:00
765,HR,16476000,2015-08-01 00:00:00
766,HU,16335000,2015-08-01 00:00:00
767,CZ,16019000,2015-08-01 00:00:00
768,BD,15573000,2015-08-01 00:00:00
769,AR,15567000,2015-08-01 00:00:00
770,NG,14887000,2015-08-01 00:00:00
771,AT,14270000,2015-08-01 00:00:00
772,EG,13298000,2015-08-01 00:00:00
773,CO,10516000,2015-08-01 00:00:00
774,CL,9693000,2015-08-01 00:00:00
775,LK,9269000,2015-08-01 00:00:00
776,SI,8849000,2015-08-01 00:00:00
777,KE,7929000,2015-08-01 00:00:00
778,SK,7593000,2015-08-01 00:00:00
779,LT,7514000,2015-08-01 00:00:00
780,PE,7085000,2015-08-01 00:00:00
781,QA,6396000,2015-08-01 00:00:00
782,LV,6347000,2015-08-01 00:00:00
783,PR,6143000,2015-08-01 00:00:00
784,NP,6084000,2015-08-01 00:00:00
785,KW,6081000,2015-08-01 00:00:00
786,BA,5804000,2015-08-01 00:00:00
787,EE,5760000,2015-08-01 00:00:00
788,VE,5421000,2015-08-01 00:00:00
789,MA,5272000,2015-08-01 00:00:00
790,MK,4940000,2015-08-01 00:00:00
791,GH,4908000,2015-08-01 00:00:00
792,LB,4852000,2015-08-01 00:00:00
793,AL,4652000,2015-08-01 00:00:00
794,AF,4107000,2015-08-01 00:00:00
795,GE,4082000,2015-08-01 00:00:00
796,CY,3938000,2015-08-01 00:00:00
797,IQ,3874000,2015-08-01 00:00:00
798,TT,3804000,2015-08-01 00:00:00
799,JO,3648000,2015-08-01 00:00:00
800,DZ,3498000,2015-08-01 00:00:00
801,OM,3483000,2015-08-01 00:00:00
802,CR,3453000,2015-08-01 00:00:00
803,JM,3419000,2015-08-01 00:00:00
804,KH,3378000,2015-08-01 00:00:00
805,MT,3366000,2015-08-01 00:00:00
806,IS,3312000,2015-08-01 00:00:00
807,BH,3068000,2015-08-01 00:00:00
808,DO,3048000,2015-08-01 00:00:00
809,EC,3042000,2015-08-01 00:00:00
810,AZ,3029000,2015-08-01 00:00:00
811,MU,3025000,2015-08-01 00:00:00
812,MM,3001000,2015-08-01 00:00:00
813,BY,2746000,2015-08-01 00:00:00
814,KZ,2682000,2015-08-01 00:00:00
815,PA,2562000,2015-08-01 00:00:00
816,TZ,2357000,2015-08-01 00:00:00
817,TN,2338000,2015-08-01 00:00:00
818,UY,2120000,2015-08-01 00:00:00
819,LU,1995000,2015-08-01 00:00:00
820,ET,1983000,2015-08-01 00:00:00
821,AM,1859000,2015-08-01 00:00:00
822,GT,1857000,2015-08-01 00:00:00
823,UG,1748000,2015-08-01 00:00:00
824,MD,1718000,2015-08-01 00:00:00
825,BN,1615000,2015-08-01 00:00:00
826,ME,1601000,2015-08-01 00:00:00
827,ZW,1419000,2015-08-01 00:00:00
828,MN,1391000,2015-08-01 00:00:00
829,SV,1300000,2015-08-01 00:00:00
830,BS,1230000,2015-08-01 00:00:00
831,HN,1227000,2015-08-01 00:00:00
832,BB,1217000,2015-08-01 00:00:00
833,AO,1147000,2015-08-01 00:00:00
834,BO,1064000,2015-08-01 00:00:00
835,ZM,1057000,2015-08-01 00:00:00
836,MV,1051000,2015-08-01 00:00:00
837,BW,1050000,2015-08-01 00:00:00
838,SD,1027000,2015-08-01 00:00:00
839,JE,975000,2015-08-01 00:00:00
840,PS,940000,2015-08-01 00:00:00
841,NA,886000,2015-08-01 00:00:00
842,IM,875000,2015-08-01 00:00:00
843,FJ,840000,2015-08-01 00:00:00
844,MO,840000,2015-08-01 00:00:00
845,PY,836000,2015-08-01 00:00:00
846,GU,814000,2015-08-01 00:00:00
847,SY,762000,2015-08-01 00:00:00
848,NI,708000,2015-08-01 00:00:00
849,PG,617000,2015-08-01 00:00:00
850,SR,608000,2015-08-01 00:00:00
851,LY,586000,2015-08-01 00:00:00
852,GG,568000,2015-08-01 00:00:00
853,CM,551000,2015-08-01 00:00:00
854,GY,548000,2015-08-01 00:00:00
855,MZ,516000,2015-08-01 00:00:00
856,UZ,515000,2015-08-01 00:00:00
857,CW,476000,2015-08-01 00:00:00
858,RW,456000,2015-08-01 00:00:00
859,BM,450000,2015-08-01 00:00:00
860,SN,449000,2015-08-01 00:00:00
861,KY,443000,2015-08-01 00:00:00
862,MW,440000,2015-08-01 00:00:00
863,BZ,435000,2015-08-01 00:00:00
864,YE,423000,2015-08-01 00:00:00
865,LA,418000,2015-08-01 00:00:00
866,AW,415000,2015-08-01 00:00:00
867,SO,399000,2015-08-01 00:00:00
868,KG,396000,2015-08-01 00:00:00
869,BT,380000,2015-08-01 00:00:00
870,HT,361000,2015-08-01 00:00:00
871,CI,360000,2015-08-01 00:00:00
872,AG,338000,2015-08-01 00:00:00
873,RE,328000,2015-08-01 00:00:00
874,VI,327000,2015-08-01 00:00:00
875,GI,320000,2015-08-01 00:00:00
876,LC,316000,2015-08-01 00:00:00
877,FO,313000,2015-08-01 00:00:00
878,TM,309000,2015-08-01 00:00:00
879,CU,293000,2015-08-01 00:00:00
880,LR,284000,2015-08-01 00:00:00
881,MG,241000,2015-08-01 00:00:00
882,GD,236000,2015-08-01 00:00:00
883,DJ,234000,2015-08-01 00:00:00
884,MQ,228000,2015-08-01 00:00:00
885,SC,215000,2015-08-01 00:00:00
886,DM,203000,2015-08-01 00:00:00
887,CD,201000,2015-08-01 00:00:00
888,KN,177000,2015-08-01 00:00:00
889,VC,176000,2015-08-01 00:00:00
890,LS,156000,2015-08-01 00:00:00
891,SX,152000,2015-08-01 00:00:00
892,VG,145000,2015-08-01 00:00:00
893,TJ,139000,2015-08-01 00:00:00
894,GM,135000,2015-08-01 00:00:00
895,MC,132000,2015-08-01 00:00:00
896,GP,131000,2015-08-01 00:00:00
897,SL,129000,2015-08-01 00:00:00
898,AX,125000,2015-08-01 00:00:00
899,BJ,115000,2015-08-01 00:00:00
900,NC,114000,2015-08-01 00:00:00
901,PF,107000,2015-08-01 00:00:00
902,TC,107000,2015-08-01 00:00:00
903,SS,104000,2015-08-01 00:00:00
904,SZ,104000,2015-08-01 00:00:00
905,XK,96000,2015-08-01 00:00:00
906,ML,95000,2015-08-01 00:00:00
907,GA,93000,2015-08-01 00:00:00
908,GL,83000,2015-08-01 00:00:00
909,MR,80000,2015-08-01 00:00:00
910,VU,78000,2015-08-01 00:00:00
911,AD,78000,2015-08-01 00:00:00
912,CV,76000,2015-08-01 00:00:00
913,GN,75000,2015-08-01 00:00:00
914,BF,73000,2015-08-01 00:00:00
915,TL,72000,2015-08-01 00:00:00
916,MP,72000,2015-08-01 00:00:00
917,TG,69000,2015-08-01 00:00:00
918,LI,66000,2015-08-01 00:00:00
919,BQ,66000,2015-08-01 00:00:00
920,PW,65000,2015-08-01 00:00:00
921,AS,64000,2015-08-01 00:00:00
922,NE,54000,2015-08-01 00:00:00
923,SB,54000,2015-08-01 00:00:00
924,CG,51000,2015-08-01 00:00:00
925,WS,50000,2015-08-01 00:00:00
926,GF,48000,2015-08-01 00:00:00
927,MF,39000,2015-08-01 00:00:00
928,FM,39000,2015-08-01 00:00:00
929,BI,33000,2015-08-01 00:00:00
930,MH,33000,2015-08-01 00:00:00
931,AI,31000,2015-08-01 00:00:00
932,CK,29000,2015-08-01 00:00:00
933,SM,25000,2015-08-01 00:00:00
934,GQ,25000,2015-08-01 00:00:00
935,TO,23000,2015-08-01 00:00:00
936,BL,20000,2015-08-01 00:00:00
937,FK,18000,2015-08-01 00:00:00
938,TD,17000,2015-08-01 00:00:00
939,KI,17000,2015-08-01 00:00:00
940,YT,14000,2015-08-01 00:00:00
941,ER,12000,2015-08-01 00:00:00
942,KP,11000,2015-08-01 00:00:00
943,VA,10000,2015-08-01 00:00:00
944,PM,9000,2015-08-01 00:00:00
945,NR,8000,2015-08-01 00:00:00
946,GW,7000,2015-08-01 00:00:00
947,MS,7000,2015-08-01 00:00:00
948,CF,6000,2015-08-01 00:00:00
949,ST,5000,2015-08-01 00:00:00
950,KM,5000,2015-08-01 00:00:00
951,IO,2000,2015-08-01 00:00:00
952,TV,2000,2015-08-01 00:00:00
953,NU,2000,2015-08-01 00:00:00
954,WF,1000,2015-08-01 00:00:00
955,CX,1000,2015-08-01 00:00:00
956,SH,1000,2015-08-01 00:00:00
957,US,3431834000,2015-09-01 00:00:00
958,GB,749422000,2015-09-01 00:00:00
959,IN,445264000,2015-09-01 00:00:00
960,CA,349782000,2015-09-01 00:00:00
961,AU,226467000,2015-09-01 00:00:00
962,IR,188127000,2015-09-01 00:00:00
963,FR,175565000,2015-09-01 00:00:00
964,DE,160664000,2015-09-01 00:00:00
965,PH,102060000,2015-09-01 00:00:00
966,--,94711000,2015-09-01 00:00:00
967,NL,64209000,2015-09-01 00:00:00
968,IE,55884000,2015-09-01 00:00:00
969,SG,54853000,2015-09-01 00:00:00
970,MY,53329000,2015-09-01 00:00:00
971,IT,53198000,2015-09-01 00:00:00
972,SE,52575000,2015-09-01 00:00:00
973,CN,50247000,2015-09-01 00:00:00
974,BR,50216000,2015-09-01 00:00:00
975,RU,50072000,2015-09-01 00:00:00
976,NO,47510000,2015-09-01 00:00:00
977,ID,45300000,2015-09-01 00:00:00
978,JP,45277000,2015-09-01 00:00:00
979,NZ,42227000,2015-09-01 00:00:00
980,ES,41679000,2015-09-01 00:00:00
981,ZA,41385000,2015-09-01 00:00:00
982,PK,40096000,2015-09-01 00:00:00
983,KR,38491000,2015-09-01 00:00:00
984,PL,36287000,2015-09-01 00:00:00
985,MX,35993000,2015-09-01 00:00:00
986,TR,32289000,2015-09-01 00:00:00
987,GR,30734000,2015-09-01 00:00:00
988,FI,29141000,2015-09-01 00:00:00
989,HK,28793000,2015-09-01 00:00:00
990,RO,28672000,2015-09-01 00:00:00
991,DK,28528000,2015-09-01 00:00:00
992,AE,28431000,2015-09-01 00:00:00
993,TH,26939000,2015-09-01 00:00:00
994,BE,23474000,2015-09-01 00:00:00
995,VN,22675000,2015-09-01 00:00:00
996,SA,22472000,2015-09-01 00:00:00
997,CH,21753000,2015-09-01 00:00:00
998,IL,21443000,2015-09-01 00:00:00
999,UA,20765000,2015-09-01 00:00:00
1000,TW,20671000,2015-09-01 00:00:00
1001,PT,18093000,2015-09-01 00:00:00
1002,RS,17946000,2015-09-01 00:00:00
1003,BG,17046000,2015-09-01 00:00:00
1004,CZ,16135000,2015-09-01 00:00:00
1005,HU,15883000,2015-09-01 00:00:00
1006,HR,15838000,2015-09-01 00:00:00
1007,AR,15106000,2015-09-01 00:00:00
1008,AT,14616000,2015-09-01 00:00:00
1009,NG,14018000,2015-09-01 00:00:00
1010,BD,13238000,2015-09-01 00:00:00
1011,EG,12683000,2015-09-01 00:00:00
1012,CO,10236000,2015-09-01 00:00:00
1013,CL,9408000,2015-09-01 00:00:00
1014,LK,9381000,2015-09-01 00:00:00
1015,SI,8230000,2015-09-01 00:00:00
1016,SK,7487000,2015-09-01 00:00:00
1017,KE,7477000,2015-09-01 00:00:00
1018,LT,7344000,2015-09-01 00:00:00
1019,PE,7150000,2015-09-01 00:00:00
1020,QA,6340000,2015-09-01 00:00:00
1021,LV,6285000,2015-09-01 00:00:00
1022,PR,5933000,2015-09-01 00:00:00
1023,EE,5928000,2015-09-01 00:00:00
1024,NP,5871000,2015-09-01 00:00:00
1025,KW,5769000,2015-09-01 00:00:00
1026,BA,5417000,2015-09-01 00:00:00
1027,GH,5382000,2015-09-01 00:00:00
1028,VE,5326000,2015-09-01 00:00:00
1029,MA,5261000,2015-09-01 00:00:00
1030,LB,4802000,2015-09-01 00:00:00
1031,MK,4761000,2015-09-01 00:00:00
1032,AF,4639000,2015-09-01 00:00:00
1033,AL,4482000,2015-09-01 00:00:00
1034,GE,4443000,2015-09-01 00:00:00
1035,TT,4126000,2015-09-01 00:00:00
1036,JM,4106000,2015-09-01 00:00:00
1037,CY,3834000,2015-09-01 00:00:00
1038,DZ,3788000,2015-09-01 00:00:00
1039,IS,3607000,2015-09-01 00:00:00
1040,OM,3520000,2015-09-01 00:00:00
1041,IQ,3478000,2015-09-01 00:00:00
1042,JO,3371000,2015-09-01 00:00:00
1043,CR,3242000,2015-09-01 00:00:00
1044,MT,3239000,2015-09-01 00:00:00
1045,BH,3140000,2015-09-01 00:00:00
1046,KH,3134000,2015-09-01 00:00:00
1047,DO,3023000,2015-09-01 00:00:00
1048,MU,2983000,2015-09-01 00:00:00
1049,EC,2948000,2015-09-01 00:00:00
1050,KZ,2942000,2015-09-01 00:00:00
1051,MM,2933000,2015-09-01 00:00:00
1052,BY,2704000,2015-09-01 00:00:00
1053,AZ,2585000,2015-09-01 00:00:00
1054,PA,2470000,2015-09-01 00:00:00
1055,LU,2244000,2015-09-01 00:00:00
1056,TZ,2229000,2015-09-01 00:00:00
1057,UG,2123000,2015-09-01 00:00:00
1058,TN,2075000,2015-09-01 00:00:00
1059,UY,1962000,2015-09-01 00:00:00
1060,AM,1825000,2015-09-01 00:00:00
1061,GT,1723000,2015-09-01 00:00:00
1062,ZW,1697000,2015-09-01 00:00:00
1063,BN,1673000,2015-09-01 00:00:00
1064,MD,1663000,2015-09-01 00:00:00
1065,MN,1454000,2015-09-01 00:00:00
1066,ME,1367000,2015-09-01 00:00:00
1067,ET,1362000,2015-09-01 00:00:00
1068,SV,1276000,2015-09-01 00:00:00
1069,BB,1262000,2015-09-01 00:00:00
1070,BS,1256000,2015-09-01 00:00:00
1071,HN,1237000,2015-09-01 00:00:00
1072,AO,1202000,2015-09-01 00:00:00
1073,ZM,1081000,2015-09-01 00:00:00
1074,BW,1044000,2015-09-01 00:00:00
1075,MV,1015000,2015-09-01 00:00:00
1076,BO,1004000,2015-09-01 00:00:00
1077,PS,956000,2015-09-01 00:00:00
1078,NA,951000,2015-09-01 00:00:00
1079,JE,947000,2015-09-01 00:00:00
1080,FJ,945000,2015-09-01 00:00:00
1081,MO,903000,2015-09-01 00:00:00
1082,SD,886000,2015-09-01 00:00:00
1083,IM,842000,2015-09-01 00:00:00
1084,GY,812000,2015-09-01 00:00:00
1085,GU,794000,2015-09-01 00:00:00
1086,PY,785000,2015-09-01 00:00:00
1087,NI,717000,2015-09-01 00:00:00
1088,SR,626000,2015-09-01 00:00:00
1089,SY,618000,2015-09-01 00:00:00
1090,CM,608000,2015-09-01 00:00:00
1091,BZ,569000,2015-09-01 00:00:00
1092,LY,559000,2015-09-01 00:00:00
1093,GG,552000,2015-09-01 00:00:00
1094,PG,544000,2015-09-01 00:00:00
1095,UZ,528000,2015-09-01 00:00:00
1096,MZ,514000,2015-09-01 00:00:00
1097,RW,485000,2015-09-01 00:00:00
1098,CW,464000,2015-09-01 00:00:00
1099,YE,427000,2015-09-01 00:00:00
1100,BM,422000,2015-09-01 00:00:00
1101,LA,410000,2015-09-01 00:00:00
1102,BT,408000,2015-09-01 00:00:00
1103,AG,402000,2015-09-01 00:00:00
1104,KG,400000,2015-09-01 00:00:00
1105,KY,400000,2015-09-01 00:00:00
1106,AW,393000,2015-09-01 00:00:00
1107,CU,392000,2015-09-01 00:00:00
1108,MW,392000,2015-09-01 00:00:00
1109,SO,382000,2015-09-01 00:00:00
1110,SN,373000,2015-09-01 00:00:00
1111,HT,363000,2015-09-01 00:00:00
1112,LR,361000,2015-09-01 00:00:00
1113,LC,360000,2015-09-01 00:00:00
1114,GD,348000,2015-09-01 00:00:00
1115,GI,338000,2015-09-01 00:00:00
1116,VI,322000,2015-09-01 00:00:00
1117,CI,318000,2015-09-01 00:00:00
1118,FO,298000,2015-09-01 00:00:00
1119,RE,282000,2015-09-01 00:00:00
1120,TM,281000,2015-09-01 00:00:00
1121,DJ,263000,2015-09-01 00:00:00
1122,DM,233000,2015-09-01 00:00:00
1123,MG,230000,2015-09-01 00:00:00
1124,KN,202000,2015-09-01 00:00:00
1125,VC,202000,2015-09-01 00:00:00
1126,SC,191000,2015-09-01 00:00:00
1127,CD,188000,2015-09-01 00:00:00
1128,LS,174000,2015-09-01 00:00:00
1129,TJ,173000,2015-09-01 00:00:00
1130,SX,151000,2015-09-01 00:00:00
1131,SZ,150000,2015-09-01 00:00:00
1132,MC,144000,2015-09-01 00:00:00
1133,SL,132000,2015-09-01 00:00:00
1134,GP,130000,2015-09-01 00:00:00
1135,GM,129000,2015-09-01 00:00:00
1136,BJ,126000,2015-09-01 00:00:00
1137,MQ,123000,2015-09-01 00:00:00
1138,MP,117000,2015-09-01 00:00:00
1139,AX,116000,2015-09-01 00:00:00
1140,NC,115000,2015-09-01 00:00:00
1141,TC,108000,2015-09-01 00:00:00
1142,VG,105000,2015-09-01 00:00:00
1143,PF,104000,2015-09-01 00:00:00
1144,SS,104000,2015-09-01 00:00:00
1145,XK,97000,2015-09-01 00:00:00
1146,TL,95000,2015-09-01 00:00:00
1147,ML,91000,2015-09-01 00:00:00
1148,AD,86000,2015-09-01 00:00:00
1149,GA,84000,2015-09-01 00:00:00
1150,AS,78000,2015-09-01 00:00:00
1151,GL,78000,2015-09-01 00:00:00
1152,VU,77000,2015-09-01 00:00:00
1153,MR,76000,2015-09-01 00:00:00
1154,LI,75000,2015-09-01 00:00:00
1155,BQ,74000,2015-09-01 00:00:00
1156,GN,74000,2015-09-01 00:00:00
1157,CV,70000,2015-09-01 00:00:00
1158,TG,69000,2015-09-01 00:00:00
1159,MH,68000,2015-09-01 00:00:00
1160,KI,66000,2015-09-01 00:00:00
1161,BF,61000,2015-09-01 00:00:00
1162,SB,58000,2015-09-01 00:00:00
1163,GF,55000,2015-09-01 00:00:00
1164,CG,53000,2015-09-01 00:00:00
1165,NE,48000,2015-09-01 00:00:00
1166,FM,48000,2015-09-01 00:00:00
1167,WS,45000,2015-09-01 00:00:00
1168,BI,38000,2015-09-01 00:00:00
1169,AI,37000,2015-09-01 00:00:00
1170,MF,33000,2015-09-01 00:00:00
1171,CK,30000,2015-09-01 00:00:00
1172,PW,27000,2015-09-01 00:00:00
1173,GQ,25000,2015-09-01 00:00:00
1174,SM,25000,2015-09-01 00:00:00
1175,TO,21000,2015-09-01 00:00:00
1176,FK,20000,2015-09-01 00:00:00
1177,YT,19000,2015-09-01 00:00:00
1178,ER,14000,2015-09-01 00:00:00
1179,TD,14000,2015-09-01 00:00:00
1180,BL,13000,2015-09-01 00:00:00
1181,VA,11000,2015-09-01 00:00:00
1182,KP,11000,2015-09-01 00:00:00
1183,PM,9000,2015-09-01 00:00:00
1184,MS,8000,2015-09-01 00:00:00
1185,IO,8000,2015-09-01 00:00:00
1186,NR,7000,2015-09-01 00:00:00
1187,GW,6000,2015-09-01 00:00:00
1188,CF,6000,2015-09-01 00:00:00
1189,ST,5000,2015-09-01 00:00:00
1190,KM,3000,2015-09-01 00:00:00
1191,TV,2000,2015-09-01 00:00:00
1192,NU,2000,2015-09-01 00:00:00
1193,WF,2000,2015-09-01 00:00:00
1194,CX,1000,2015-09-01 00:00:00
1195,SH,1000,2015-09-01 00:00:00
1196,SJ,1000,2015-09-01 00:00:00
1197,NF,1000,2015-09-01 00:00:00
1198,US,3429789000,2015-10-01 00:00:00
1199,GB,806778000,2015-10-01 00:00:00
1200,IN,448040000,2015-10-01 00:00:00
1201,CA,374908000,2015-10-01 00:00:00
1202,AU,233251000,2015-10-01 00:00:00
1203,IR,195413000,2015-10-01 00:00:00
1204,DE,165934000,2015-10-01 00:00:00
1205,PH,98757000,2015-10-01 00:00:00
1206,FR,98581000,2015-10-01 00:00:00
1207,NL,69794000,2015-10-01 00:00:00
1208,--,69350000,2015-10-01 00:00:00
1209,BR,66892000,2015-10-01 00:00:00
1210,MY,57969000,2015-10-01 00:00:00
1211,SE,57049000,2015-10-01 00:00:00
1212,IE,56088000,2015-10-01 00:00:00
1213,IT,54369000,2015-10-01 00:00:00
1214,SG,54331000,2015-10-01 00:00:00
1215,RU,51587000,2015-10-01 00:00:00
1216,JP,51350000,2015-10-01 00:00:00
1217,NO,50853000,2015-10-01 00:00:00
1218,ID,47719000,2015-10-01 00:00:00
1219,ES,46784000,2015-10-01 00:00:00
1220,CN,45339000,2015-10-01 00:00:00
1221,PK,44201000,2015-10-01 00:00:00
1222,NZ,41707000,2015-10-01 00:00:00
1223,ZA,39638000,2015-10-01 00:00:00
1224,PL,37555000,2015-10-01 00:00:00
1225,MX,36839000,2015-10-01 00:00:00
1226,KR,34694000,2015-10-01 00:00:00
1227,RO,34646000,2015-10-01 00:00:00
1228,TR,34618000,2015-10-01 00:00:00
1229,HK,30820000,2015-10-01 00:00:00
1230,GR,30537000,2015-10-01 00:00:00
1231,FI,30409000,2015-10-01 00:00:00
1232,AE,30074000,2015-10-01 00:00:00
1233,DK,29267000,2015-10-01 00:00:00
1234,TH,26690000,2015-10-01 00:00:00
1235,BE,25240000,2015-10-01 00:00:00
1236,SA,24328000,2015-10-01 00:00:00
1237,TW,22701000,2015-10-01 00:00:00
1238,CH,22651000,2015-10-01 00:00:00
1239,IL,22173000,2015-10-01 00:00:00
1240,VN,21114000,2015-10-01 00:00:00
1241,UA,19481000,2015-10-01 00:00:00
1242,CZ,18589000,2015-10-01 00:00:00
1243,PT,18581000,2015-10-01 00:00:00
1244,RS,17744000,2015-10-01 00:00:00
1245,HU,17430000,2015-10-01 00:00:00
1246,NG,16877000,2015-10-01 00:00:00
1247,AT,15643000,2015-10-01 00:00:00
1248,HR,15492000,2015-10-01 00:00:00
1249,AR,15124000,2015-10-01 00:00:00
1250,BD,14769000,2015-10-01 00:00:00
1251,LT,14528000,2015-10-01 00:00:00
1252,EG,13868000,2015-10-01 00:00:00
1253,BG,12875000,2015-10-01 00:00:00
1254,CO,10602000,2015-10-01 00:00:00
1255,LK,9685000,2015-10-01 00:00:00
1256,CL,9555000,2015-10-01 00:00:00
1257,SK,8814000,2015-10-01 00:00:00
1258,KE,8385000,2015-10-01 00:00:00
1259,SI,8343000,2015-10-01 00:00:00
1260,QA,6857000,2015-10-01 00:00:00
1261,PE,6785000,2015-10-01 00:00:00
1262,AF,6762000,2015-10-01 00:00:00
1263,LV,6504000,2015-10-01 00:00:00
1264,EE,6315000,2015-10-01 00:00:00
1265,KW,6252000,2015-10-01 00:00:00
1266,PR,5999000,2015-10-01 00:00:00
1267,GH,5814000,2015-10-01 00:00:00
1268,NP,5584000,2015-10-01 00:00:00
1269,GE,5416000,2015-10-01 00:00:00
1270,BA,5371000,2015-10-01 00:00:00
1271,VE,5350000,2015-10-01 00:00:00
1272,MA,5323000,2015-10-01 00:00:00
1273,LB,5241000,2015-10-01 00:00:00
1274,MK,4919000,2015-10-01 00:00:00
1275,AL,4660000,2015-10-01 00:00:00
1276,JM,4488000,2015-10-01 00:00:00
1277,KZ,4488000,2015-10-01 00:00:00
1278,IQ,4407000,2015-10-01 00:00:00
